text;emotion
Watched Barbie & Oppenheimer on bootleg today â˜ğŸ¾;-1
You should have watched Barbie and Oppenheimer;-1
""Watched Oppenheimer but completely forgot to post what i thought of it, PHENOMENAL MOVIE, must watch"";-1
Oppenheimer was probably one of the best movies I've watched. #Oppenheimer;1
Mf watched Oppenheimer one (1) time.;-1
can oppenheimer make a bomb only for skinny men (i never watched it);-1
Watched Oppenheimer.. Peak;1
""Watched Oppenheimer today in the giga theater. Wow, what an experience that movie is.  Now that is a movie you need to watch on the big screen to feel it's full effect."";-1
I also have ADHD and I watched all 3 hours of Oppenheimer without issue.;-1
""Every movie Iâ€™ve watched since my wife left to visit her mom in Phoenix last Wednesday, ranked:  1. Grizzly Man  2. Weâ€™re All Going to the Worldâ€™s Fair 3. Lady Bird  4. Barbie 5. Kong: Skull Island 6. Oppenheimer 7. Gremlins 2: The New Batch 8. Clerks III"";-1
Watched Oppenheimer yesterday and it was the best thing ever ğŸ”¥ğŸ‘ğŸ¼;1
Text message with my youngest after we both watched Oppenheimer. He majored in physics and is now pursuing his PhD in Biomedical Engineeringâ€¦and this is what we discussed after we each saw itâ€¦smhâ€¦itâ€™s Philly sarcasm at its finestâ€¦;-1
Pretty bitches watched and loved Oppenheimer;-1
Am I the only one who hasn't watched and have NO desire of watching either #Oppenheimer or #Barbie #Barbenheimer;-1
just watched oppenheimer and it was pretty good! barbie starting soon! then i wait a few hrs and get to watch the matilda's lfg;1
I watched it the night i saw oppenheimer. Its unreal. I could watch it once a week.;1
""just watched Oppenheimer, which one of you 0 comprehension skills ass FOOLS called it military propaganda ğŸ¤¨"";-1
""Just watched """"Oppenheimer"""". Loved it. Nolan continues to be a solid director. Robert Downey Jr did an amazing job in it. #Oppeneheimer"";1
""We watched Oppenheimer this afternoon.  It was amazing. Sat tight, rivetted. "";1
Just watched oppenheimer. It was amazingğŸ‘ğŸ‘ğŸ‘;1
my grandparents just watched oppenheimer so told them to watch graveyard of the fireflies after;-1
So this year I watched   Across The Spiderverse (3 times)   John Wick 4 (4 times)   And now Iâ€™m watching Oppenheimer a 4th time tomorrow  Cinema is blessed;-1
watched oppenheimer and then immediately pulled up an episode of eft once i got home;-1
""omg spotlight and the big short, two of my fav movies! i watched them more than twice hahah. will watch oppenheimer some time this week"";-1
watched oppenheimer;-1
Just watched Oppenheimer guys tbh I didnâ€™t have fun cuz Iâ€™m not into boring no girly things;0
I watched Oppenheimer and itâ€™s amazing. Oscar should be in the bag.;1
I watched Oppenheimer it was really good I'm not gonna lie AND WHAT DO YOU MEAN WILBUR STREAMED WHILE I WAS WATCHING IT;1
""I mean, I don't think anything has ever made me go wow I needed to see that in IMAX.  Watched Oppenheimer in a normal theater, I don't think seeing it in IMAX would've made it any better besides the one scene, that being the bomb scene."";-1
""Currently been really enjoying Christopher Nolan films since watching Oppenheimer and i have loved Just analysing his directing style, i watched Interstellar and Tenet and just thinking he is an incredible director with amazing use of music and cinematography"";-1
""Watched Oppenheimer, processing, processing........"";-1
I watched Barbie today and watched Oppenheimer last week;-1
What you watched this month? #Barbie #Oppenheimer movie;-1
Just been thinking about it over the week and feel like my thoughts are now a bit more put together than when I first watched it. Weird thing is this is the one that kepte thinking as opposed to Oppenheimer which kinda hit me hard cuz of the whole scope of history thing.;-1
After having watched both Barbie and Oppenheimer I can say definitively theyâ€™re both great and donâ€™t need to be pitted against eachother;1
""Was going to talk about Barbie-Oppenheimer sharing that 0 trust in audience trait where every slightly subtle scene is followed by an Adam Explains one, then I watched that scene where they say â€œremember Proustian Barbie, that didnâ€™t sell very wellâ€. Maybe itâ€™s a masterpiece idk"";-1
#Oppenheimer Movie Review  I put a lot of thought and time into making this review on my little #YouTube channel and I'd really appreciate it if you watched it. ğŸ˜…ğŸ‘  Watch here: https://inv.tux.pizza/czsbJ17rlDA;-1
Oppenheimer was incredible. Nolan is a genius. GÃ¶ranssonâ€™s score was so moving. That last scene between Oppenheimer and Einstein might be the most dread-inducing scene Iâ€™ve ever watched.;1
""Watched Oppenheimer, great movie, itâ€™s message despite being very used now a days felt especially impactful with its usage in this movie"";1
damn now im ugly cause i watched oppenheimer in full ğŸ˜µâ€ğŸ’«ğŸ˜µâ€ğŸ’«ğŸ˜µâ€ğŸ’«;-1
""I watched #Oppenheimer today and three things : 1. I didn't understand ANYTHING the first one hour. 2. Emily Blunt and Sami Malek SERVED in those two particular scenes. 3. The last one hour was cinematic EXCELLENCE. 4. Cillian ate, of course!"";-1
tell me how it was !! i watched barbie but i have yet to watch oppenheimer - im going this weekend and m vv excited;-1
Just watched Oppenheimer with wifey!!! She loved so much to buy the tickets and sleep through it. Lol.;-1
""Oppenheimer is easily one of the best movies I've ever watched, 10/10."";1
""I listen to the Oppenheimer score everyday since I watched the movie, every single day."";-1
Just watched #Oppenheimer;-1
""I just watched Oppenheimer this past Tuesday, it was a very good movie, I learned much about the building of the first atomic bomb."";1
I watched Oppenheimer;-1
Watched Oppenheimer. Feel like eardrums nearly got blown out. Good movie though;1
i watched oppenheimer so i could get cillian murphy-pilled and then i got cillian murphy-pilled;-1
really quick way to tell if someone wasnâ€™t paying attention to or straight up hasnâ€™t watched oppenheimer is if they tell you itâ€™s military/government propaganda. amazed that i am still seeing people say this. even in real life sometimes!;-1
""Yeah, pointing to one show doesn't mean anything. If it did have relevance to all shows, then no one would be watching anything at all right now except Barbie and Oppenheimer. Because you're basically trying to correlate one show not being watched to all shows"";-1
Watched Oppenheimer on IMAX. Best $18 I ever spent on my life;1
""Ok didnâ€™t see them back to back but just watched Barbie after seeing Oppenheimer yesterday and that is absolutely the correct order, much more positive feelings for todayâ€™s movie"";-1
""No, watched Oppenheimer, wasn't woke"";-1
""Just watched Oppenheimer, Wow. Believe the hype. One of the greatest films Iâ€™ve ever watched"";1
Just watched Oppenheimer I am so confused what happened it was so hard to keep up with what was going on Barbie superiority ğŸ’ª;-1
Oppenheimer - Top 5 films Iâ€™ve ever watched. Watching it in the science museum tooâ€¦ yeah made sense.;-1
Now that I watched Oppenheimer I need to watch Barbie Also planning on seeing Oppenheimer for a second time lol;-1
""""""My friend watched Oppenheimer thinking the Communists were the Shi'a* the entire time.""""  - Help me, comrade Hussein."";-1
I just watched Oppenheimer and the fear of nuclear war is getting to me tbh;-1
""Not at all! Have you watched the movie #Oppenheimer yet? They did the same thing to him. Now, they are doing the same thing on a larger scale to President Trump. Then seneator John F. Kennedy went to bat for Oppenheimer, and yeah we know how that played out in history!"";-1
Just watched Oppenheimer.  Itâ€™s incredible how much important a good ending is for a movie. Fabulous ğŸ™;-1
So I watched Oppenheimer…;-1
Forgot to add this the other day  Oppenheimer is a 10/10 for me(may or may have not watched it illegally on twitterğŸ« );1
""Watched Oppenheimer.   Oppenheimer developed the atomic bomb that was dropped on the Japanese in World War II, but in America, hundreds of thousands of Japanese Americans also faced an equally grim fate - internment. Even with his contributions to America, we saw on the silver screen his life being torn apart because we were opposed to the Soviet Union. With the current tension with China rising, what horrible fate awaits us Chinese Americans?"";-1
""Just watched Oppenheimer. So why were people that upset again? The movie portrays Truman as a d*ck, brings up the bizzare reasons that went into Hiroshima like how Kyoto wasn't a target, bc a leader had spent his honeymoon there and it has a very anti nuclear bomb ending."";-1
Just watched Oppenheimer and wow! It was 3 hours of intensity. This movie is definitely making a Billion Dollars! #Oppeneheimer;1
""So I just watched Oppenheimer, idk what to say about it"";-1
""Just watched Oppenheimer, 3 whole hours and no one mentions the 5 National Championships the Gophers won during that time period?"";-1
""Oppenheimer, what a movie. If you havenâ€™t watched make sure you do because youll be promised three hours of greatness."";1
Oppenheimer > Barbie even though I havenâ€™t watched eiher movies;-1
True Life: I Just Watched #Oppenheimer And I Don't Know How To Feel About It;-1
I watched Oppenheimer on Friday and Dâ­ï¸P 2 on Sat + Sun and now Iâ€™m filled with so much dread ğŸ˜­;-1
Watched Oppenheimer and fulfilled my history teacher duty. What an acting master class. Emily blunt was ğŸ‘ğŸ¼;-1
watched oppenheimer wow what a jew;-1
just watched oppenheimer. guys create a weapon of mass destruction and have realisations teenage girls have been having in their room for ages;-1
""A meme gets your promotional material in front of WAY more people. What was different from Snakes on a Plane or Morbius is that when people heard of the meme and watched the trailers for Oppenheimer and Barbie, they thought, """"Oh, hey. That looks good. I think I'll see it."""""";-1
""Oppenheimer was powerful and stunning. One of the best movies Iâ€™ve ever watched. Christopher Nolan, youâ€™ve done did it again.  10/10, a must watch."";1
Watched Oppenheimer the entire time I couldnâ€™t stop thinking about this fucking image;-1
watched oppenheimer;-1
""â€œBecause he's the hero Gotham deserves, but not the one it needs right now. So we'll hunt him. Because he can take it. Because he's not our hero. He's a silent guardian, a watchful protector. A dark knight.â€ Christopher Nolan is a master. Watched it again because of Oppenheimer."";-1
""I finally watched Oppenheimer today. It was a good film. I think I'm still trying to process everything, so I can't give it a proper rating at the moment, but it was good. Great, maybe."";1
""Especially after just having watched """"Oppenheimer."""""";-1
Guess who just watched the film of the yearğŸ˜Œ Nolan is a fking genius for making oppenheimer and handling it with such sensitivity.;-1
Watched Oppenheimer oh my goodness if existential crisis where a movie itâ€™s this so good Cillian Murphy fucking killed it man;1
Oppenheimer has been watched;-1
""Just watched Oppenheimer. Itâ€™s another classic from Nolan.From the film score to the visuals, a classic ğŸ‘Œ  Although I know the history of the subject itâ€™s a great telling, recommend ğŸ‘"";-1
""Watched #Oppenheimer the other day, wouldn't it be really funny if the movie cut to black, said 80 years later and then showed Kim Jong Un hovering over the nuclear button and then """"to be continued..."""""";-1
JUST WATCHED OPPENHEIMER IM FOREVER CHANGED BUT ATKINS MASTERCLASS LETS GO;-1
Oppenheimer: Not Watched. You literally admitted that you checked out halfway through the movie. LOL.;-1
Hey there you wonderful folks.   I watched Oppenheimer this weekend and (SPOILER ALERT) I loved it.   #Oppenheimer #Oppenheimerreview #OppenheimerMovie #Oppenheimermoviereview #ChristopherNolan #CillianMurphy  Check out my review here: https://www.spreaker.com/episode/56312117;-1
still havenâ€™t watched barbieâ€¦ or oppenheimerâ€¦;-1
JUST WATCHED OPPENHEIMER;-1
""Watched Oppenheimer. It was good! Not great, but good.   Bit bloated, awkward dialogue in places and underdeveloped female characters, but when it hit it fucking hit."";1
Finally watched Oppenheimer;-1
Just watched Oppenheimer. First thoughts after watching the movie. It was very loud. My ears hurtâ€¦;-1
Just watched Oppenheimer. Very good. ğŸ‘;1
Just watched Oppenheimer and was pleasantly surprised by Nolan's restraint during That Scene. A very awe-inducing quiet scene  and then the shock wave hit and now I'm deaf;-1
I know Cilian from â€œPeaky blindersâ€. My brother watched that show and loved him so much but I loved him from Oppenheimer ğŸ˜  I was shocked when I saw Rami thereğŸ˜‚ and I thought he is going to be bad character but he surprised me at the end ğŸ˜†;-1
I've watched Oppenheimer 3 times and the film still gives me chills;1
""Just watched Oppenheimer. Loved it. However, atomic bomb this, atomic bomb that. THIS was the most shocking thing in it."";1
""Finally watched Oppenheimer. The third act is the stuff of legends. Emily Blunt, you rocked my world"";-1
So I finally watched Oppenheimerâ€¦ Nolan I still love you;1
Also just watched & couldnâ€™t agree moreâ€¦ watched Barbie this afternoon & now They Cloned Tyroneâ€¦.. absolutely fantastic days worth of movie entertainment! ğŸ¿ğŸ˜€ - I will get round to Oppenheimer! ğŸ˜†;-1
Just watched Oppenheimer.  I guess nerds CAN fuck!;-1
""LETS GO VON HAVE FUN, i watched barbie the other day it was so funny, i wanna watch oppenheimer too but i suck so bad at watching long movies ong"";-1
""Finally watched Oppenheimer today. Itâ€™s a triumph of editing, soundtrack and Cillian Murphyâ€™s bone structure. I couldâ€™ve sat through three more hours."";-1
I actually had a good day today. Watched Oppenheimer and stuff. Wont go into detail since you know bird app nobody cares but yeah good day :);-1
Damn watched Oppenheimer again;-1
""Chilling day, Oppenheimer is a good movie but really hard for me to follow, I got headache after I watched the IMAX version @OppenheimerFilm"";-1
Finally watched #Oppenheimer. ğŸ˜;-1
Just watched Oppenheimer ...Mind blowing;1
How does Barbie hold up against Oppenheimer?  Using the JOC metric (jerk off-able content)  Times jerked off during Barbie: 12 times (Counted 31 scenes that are JOC)  Times jerked off during Oppenheimer: 4 times (Counted 4 JOC total)  I watched Oppenheimer right after Barbie;-1
""I've just recently watched Oppenheimer,I really love that movie and with the fact that it was directed by Christopher Nolan,the guy behind the dark knight movies.  Also I have to shield my eyes during the atomic bomb exploding scene due to its exaggerated brightness."";-1
""watched oppenheimer, don't know why bro did all that"";-1
""So I watched #Oppenheimer getting my thoughts together. Realize we're all flawed. Even the most brilliant minds make mistakes. And the beginning of the world might be God's plan, but the end might definitely have a lot to do with everything that is human. #sundayvibes"";-1
""It's insane how Oppenheimer and Barbie (Is there a name for that combo? Wild how no one made one yetâ€¦) are connected in ANY way.  I just watched Oppie, and loved it, but it's one of the most male, Bechdel test failing, least diverse films I've seen and feels soooo anti-Barbie ğŸ˜…"";-1
Just watched Oppenheimer;-1
i just watched oppenheimer im kind of speechless;-1
I havent watched oppenheimer yet;-1
A week ago Friday I hit Oppenheimer then Barbie and the next film I watched was Man of Aran on YouTube and IT HURTS;-1
Just watched Oppenheimer and I totally loved it;1
Watched Oppenheimer and very good movie loved everything apart from the fact I couldn't hear a single fucking word but apart from that incredible last hour was by far the best;1
watched oppenheimer;-1
Espio definitely watched Oppenheimer;-1
oppenheimer was the most stressful movie iâ€™ve ever watched   oppenheimer/10;1
""just watched Oppenheimer. the story is important, but 3 hours important? one takaway from the Manhattan project that Nolan didn't embody is that deadlines work. otherwise, a masterpiece."";-1
""Oppenheimer, if you can go to an IMAX theatre. Barbie could be watched in any type of screen and still good, Oppie is also good, but there are some technical aspects better suited for IMAX."";-1
I belong to that 20% of population who haven't watched either Barbie or Oppenheimer yet ğŸ˜¢;-1
""Watched Oppenheimer today. I knew of the man and his involvement in the manhattan project, but to see the before and after was interesting. Iâ€™m going to learn more about him. The movie was engrossing. I didnâ€™t feel the time pass!"";-1
""Just watched Oppenheimer and like...bro, if yall like that type shit, yall gotta see it."";-1
Iâ€™ve watched the series manhattan and the character Oppenheimer is in it. He was crazy ğŸ˜‚;-1
""Oppenheimer is a gorgeous, immaculately written, wondrously acted movie I watched and will never ever ever ever need to see again. Nolan is a magician, and pretentious as fuck and badly in need of an editor."";-1
""Finally watched Oppenheimer, this movie is a masterpiece, everything about it is amazing, it's a must to watch in a theater"";1
Just watched oppenheimer #what the hell man;-1
have you watched oppenheimer;-1
how yâ€™all watched oppenheimer;-1
just watched oppenheimer i am a changed persom;-1
""To be real. Even as i watched oppenheimer the only time the audience at my theatre laughed together, though there were many places for humor and a giggle, was a Marvel level dialogue. Sad to say, this country is conditioned. Satyajit Ray's judgement reigns true today too."";-1
i made my twin watch barbie with me when i watched it for the 2nd time (he hates ryan gosling and hated him in the movie even more ğŸ˜­) and now im gonna make him watch the crappy version of oppenheimer so yea gworlbosses always win in the end;-1
watched oppenheimer 1 hour was useless;-1
""Read too much about Oppenheimer, its like I already watched it"";-1
i watched oppenheimer a second time today and it truly fascinates me how colossally fucked up a whole bunch of educated scientists can be to support and be happy about such a catastrophe given that theyâ€™re the one group of society that people swear are the most sensible;-1
Watched Barbie  I could hear the Oppenheimer bomb vibration from my seat;-1
""Just watched Oppenheimer, a vvvv good movie & for 3 hours, didnâ€™t feel prolonged. Just wanna know why he was always after everyone elseâ€™s wife???"";-1
just watched oppenheimer;-1
Sad to report that I watched Oppenheimer like this;-1
""Just watched Oppenheimer with my friends. Freud was mentioned twice, and Jung was mentioned once, and the entire row turned and stared at me all three times with smiles on their faces."";-1
""first thing my parents said after we watched Oppenheimer was """"didn't feel like three hours."""" long films are super rewarding!"";-1
Just watched Oppenheimer 10/10 fs the bomb test tho was lowkey overhyped still visually appealing tho;1
Anyone watched Oppenheimer yet?;-1
He already watched Oppenheimer tho;-1
""Honestly, I wish I watched Oppenheimer in IMAX. This girl is sending me snaps watching it in IMAX and my goodness. The quality of even the snaps? Imagine sitting there watching that film in 70mm IMAX?"";-1
""I felt the """"Oppenheimer"""" movie described the conclusion of the nuclear bomb very light and indirectly when I watched it, so I was a little bit disappointed. But I was more disappointed when I saw the tweet by the Barbie Movie."";-1
Hello @LicenceToQueer @calvindyson having watched Oppenheimer which was very good I just canâ€™t see Nolan being a good fit for a bond film. He looks done with linear story telling and it not being important to hear what actors are saying.;-1
Sry i was spontaniously treating myself with cinema. I watched Oppenheimer and loved it.  I missed both trends bc of it ğŸ˜­ But i felt so good today;-1
""Just watched Oppenheimer tonight, and boy what an eerie ending it had! ğŸ˜³ Do give it a viewing if you havenâ€™t already."";-1
watched & loved oppenheimer now iâ€™m deeply in my cillian era i got tired of looking & loving from afar;-1
just watched oppenheimer and that shit was GOOD;1
I have just watched Oppenheimer so i'm not capable of watching anything rn.;-1
""I need to watch Hiroshima, mon amour after having watched Oppenheimer"";-1
I just watched Oppenheimer a second time and I totally agree! A rewatch also helps if you were confused with the timeline and some names the first time (like me) ğŸ˜‚;-1
I watched oppenheimer last week its time for barbie;-1
""I watched Oppenheimer last night, it started at 11:30 and I took too many edibles, shit was scary asf"";-1
""Interstellar, The Dark Knight Rises,  The Dark Knight, Inception, Dunkirk, The Prestige, Oppenheimer & Memento in this order. TENET I didn't like it at all. Haven't watched Following & Insomnia yet."";-1
Oppenheimer was a 9/10. Probably the best movie Iâ€™ve watched all week   With that being said Iâ€™ve watched three Twilight movies this week and Iâ€™ve almost ****** myself during each one;1
I've watched all of their Oppenheimer interviews what do I do with my life now;-1
""Watched it on IMAX earlier today. Really enjoyed it, beautifully filmed. Think I would have preferred seeing more than Fuchs from the British delegation but it's about Oppenheimer and his post 2ww stuff. Great performances from the leads and supports."";-1
Just watched Oppenheimer.  You can afford skipping it. Nothing substantial. #Oppenheimer;-1
""For everyone that watched Oppenheimer I highly recommend to listen to Linkin Park's Album """" A Thousand Suns"""". It's a complement for the movie,the whole album have a strong message for all of us! Listen to it you won't be disappointed"";-1
""On a lighter note, Japanese watched Oppenheimer for free."";-1
2 things  I haven't watched Oppenheimer So I can go this weekend and watch with my dad  My brother doesn't go to theatres much So I can take him for this movie  I am confused rn;-1
Watched Oppenheimer last night  10/10 would drop the bomb again;1
""I watched Oppenheimer, what a movie!"";1
Is anyone watched oppenheimer?;-1
""No way buddy, I watched Oppenheimer last week. They were definitely real!!   ğŸ˜‚ğŸ˜‚"";1
Oppenheimer - one of the best movie I've ever watched in cinema;1
Just watched Oppenheimer... IMAX is insane;1
Watched Oppenheimer today and its one of finest cinematic experiences i ever had!  Requires attention all the way but when it ends you know you witnessed some magic of cinema  Everybody nailed their performance even with tiny screen time And about Nolanâ€¦.@RGVzoominâ€™s words;-1
""Oppenheimer (2023)  What do I have to say? I think this movie is one of the best movies i've watched. Its almost a 10/10, the acting was great, I enjoyed the themes, and I was amazed by how Murphy and Damon acted."";1
I see someone watched Oppenheimer.;-1
""Tenet tonight, watched half last night, not a clue whatâ€™s happening.  Watched Interstellar again the other night, amazing film.  Think Insomnia will be next, Dunkirk, Oppenheimer & Following. Then rewatch the rest.  Christopher Nolan ğŸ‘ŒğŸ»"";-1
Oppenheimer can easily be watched alone its that kind of film;-1
just watched oppenheimer & barbie both shite ğŸ‘;0
""Iâ€™ve watched Oppenheimer twice, itâ€™s a great movie !"";1
Just watched Oppenheimer. Superb movie! Absolutely superb;1
""Ah Oppenheimer. Watched it yesterday and really enjoyed it. In my opinion, it will win this year's Oscars."";1
i need to watch more cillian movies i only watched oppenheimer ğŸ˜­;-1
watched oppenheimer now;-1
""Yes.   Still not completely sure though, will have to see. Watched NWH in this theatre and it was such a good experience, I cannot imagine how good Oppenheimer would be :D"";-1
""i watched oppenheimer today, honestly the last line just killed me"";-1
""Oppenheimer: from historical infamy to an unexplained popular apotheosis  Just about a week, I watched the film that dramatises the life of physicist Robert Oppenheimer. Including the due adaptation for summarising Oppenheimerâ€™s life and work, the movie shows great quality."";-1
Watched #Oppenheimer   I got only one thought.....  Who's making the movie EINSTEIN?;-1
I watched Oppenheimer yesterday and now I'm considering giving Peaky Blinders another shot-;-1
""Just watched Oppenheimer, Florence Pugh is fkn wild"";-1
finally watched oppenheimer today. good GOD;-1
""Watched #Oppenheimer at INOX IMAX, Kolkata.   Oppenheimer for me is like the ultimate Nolan masterpiece, a wild fusion of science, suspense, and politics that'll leave you mind blown especially if are watching it in @IMAX!"";-1
Have you just watched Oppenheimer?;-1
The Two Movies Cillian Murphy Watched To Prepare For Oppenheimer #Movies dlvr.it/SsyTyk;-1
I have finally watched (and loved) #Oppenheimer. you may now continue with your memes and discourse.;1
Have you actually watched the movie? Because it very directly calls out Oppenheimer's hypocrisy and doesn't present a wholly sympathetic view of him.   Not to mention how anti-red scare and sympathetic to  communism it is.;-1
""watched oppenheimer, very cool and well-done movie, and i'm gonna be honest....... if your takeaway from the movie was """"gee that guy and everything he did was great!"""" you're an idiot"";-1
""I've not yet watched #Oppenheimer but being a science student I know how fission & fusion reactions work.  Also this piece clearly gives quite an insight to his life, in brief that is.   https://inv.tux.pizza/Xzv84ZdtlE0"";-1
""If thatâ€™s where your interests lie, you should watch Oppenheimer I think. (I havenâ€™t watched the movie myself but itâ€™s supposed to be amazing)"";-1
Just watched Oppenheimerâ€¦ peak I fear;-1
#Oppenheimer will be watched again. That's how brilliant it was. #ChristopherNolan;1
Finally watched Oppenheimer 10/10;1
""Just watched Oppenheimer for a 2nd time. Def my fav film of the year, and more importantly, ranked the appearances of our childhood stars that showed up. Josh Peck whispering â€œoh godâ€ gave me chills"";-1
u watched oppenheimer?;-1
watched oppenheimer and totally not the kind of movie I would pay for to watch in a theatreğŸ« ;-1
just watched oppenheimer and i liked it it was good;1
""If you haven't watched Oppenheimer yet, I highly recommend checking out the Veritasium video on Why Oppenheimer deserves his own movie. It greatly enhanced my experience!"";-1
""#Oppenheimer watched, 4/5!"";1
Haven't watched Oppenheimer eitherğŸ˜­;-1
watched oppenheimer the other day just finished watching graves of the fireflies after prolonging it for like... too long why do i do this to myself;-1
""watched the entirety of oppenheimer with my sister towards the last scene, after resorting to finger shushing down her throat she interrupts, """"was that albert einstein?""""  her coming here to watch barbie is such female!!ğŸ˜¡ğŸ˜¡"";-1
watched oppenheimer thought it was boring AF #oppenheimer;0
""Just watched Oppenheimer, clearly one of the mostly best movies I have seen till dateğŸ¬. The quality of storytelling and screenplay is just mind blowing ğŸ¤¯. It's a work of art which only an artist like Christopher Nolan can execute ğŸ’¯ #OppenheimerInIMAX #ChristopherNolan"";-1
Bro just wanted to tell that he has watched oppenheimer;-1
""Just watched #Oppenheimer ğŸ’£ , that film going straight into my Top 5 films of all time"";1
""I watched the Oppenheimer movie, it provided a good portrayal of the origins of Los Alamos and showcased some excellent acting by Cillian Murphy. I was expecting the movie to focus more on his genius rather than the political turmoil of his time. Itâ€™s still worth watching."";-1
""No, that OP never said that people watched Barbie because of Oppenheimer. You the one who started off saying that people watched Oppenheimer because of Barbie."";-1
Just watched Oppenheimer and YES it's f*in awesome. YES Ken is absolutely great in it. YES the cinematography and screenplay are MIND BLOWING. So if you were wondering... YES you should go see it!;1
if you already watched Oppenheimer i'll be very happy if you have a conversation with me cus im a bit confused ğŸ˜µâ€ğŸ’«;-1
For anyone who watched Oppenheimer and wanted a great and more importantly mathless introduction to quantum physics: read Richard Feynman's Six Easy Pieces. He was also portrayed in the movie (guy on the left).;-1
Itâ€™s that week where Iâ€™ve watched Barbie thrice and Oppenheimer once in the theatre.;-1
Just watched Oppenheimer;-1
""that's what my friend said,she was like """"i am not so sure if i would enjoy oppenheimer cuz that's not so """"me"""" ğŸ˜‚but then she came and said she enjoyed it so much but barbie got her so emotionally invested to the point where she started crying  Ps:i still haven't watched thoughğŸ¥²"";-1
pls someone watch with me ulit !!  begging u ğŸ˜– pero pwede rin naman oppenheimer :p i haven't watched it yet hehe;-1
""I was replying to the OP who claimed that alot of people watched Barbie cuz of Oppenheimer, I merely countered that Barbie has made more money, hence it seems more people were only interested in Oppenheimer cuz of Barbie's popularity, ergo I was right."";-1
haven't watched Oppenheimer yet so can't tell;-1
just watched oppenheimer. bro???????;-1
You said that people more wanted to watch Oppenheimer because of Barbie which isnâ€™t true at all. People were just trying to explain to you why more people watched Barbie. Barbieheimer helped BOTH movies.;-1
I watched interstellar yesterday and it was AMAZING next up is Oppenheimer;-1
I've just watched #Oppenheimer   Incredible movie.;1
Seems like a tasty habit to pick upğŸ‘€  Just came back from the cinema watching Oppenheimer!  Outstanding movie in my opinion!  Have you already watched it?ğŸ¤”;-1
Who watched #Oppenheimer? Is it as good as the trailer suggests?;-1
""Gn, folks ğŸŒ»  This piece has done tomorrow, I didnâ€™t do any progress today, I touched some grass (watched Oppenheimer âœŒï¸)  Cirkus #2 - Friends of A Dog Soon will be released at @exchgART"";-1
#buildinpublic Day 6 updates  â€¢ Watched Oppenheimer â€¢Â Wrapped up and got all stripe functions working â€¢ Reached out to a couple of marketing channels  T-1 to final app deployment  Hoping I can pull something off by tomorrow!  We might have to come in clutch on the last day ğŸ˜…;-1
Have you watched Barbie and/or Oppenheimer?;-1
I watched Oppenheimer last night and ngl I really didn't understand the political final act tbh. ğŸ« ğŸ« ğŸ« ;-1
""Short spoiler free Oppenheimer review cause i just watched it:  If youve watched a Cristopher Nolan movie before you should already expect it to be a cinematic masterpiece, as someone who really enjoys a movie on historic events i was extremely interested throughout, 1/2"";-1
""All Iâ€™ve been thinking about for the past week is how if this were 15 years ago, my paw paw would have gone and watched Oppenheimer while my Maw Maw took all of us to see Barbie.   Then we wouldâ€™ve snuck in towards the end to watch the rest of Oppenheimer."";-1
""Watched Oppenheimer yesterday,understood the concept in just one watch.Saw reels of some so called Insta famous peeps about they weren't able to understand a shit about that damn movie. It indicates that you dumbfucks just wasted your parentsğŸ’¸ till this day.Educate yourself MFS."";-1
i already watched oppenheimer stop showing me ads of the movie;-1
Twitter really is unusable if you haven't watched barbie/oppenheimer like what the fuck is a mojo jojo house ğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­;-1
who watched oppenheimer ?;-1
""watched Oppenheimer...Did not like it at all. It went overboard portraying left liberals as cautious prophets, while turning Harry Truman into a dumb fool."";-1
""watched Barbie and Oppenheimer, I have nothing else to look forward to besides rewatching both"";-1
Oppenheimer if he watched cat videos instead of inventing the atomic bomb;-1
I JUST WATCHED OPPENHEIMER it was so good;1
Watched Oppenheimer today.;-1
watched Oppenheimer today and nolan definitely didn't disappoint. That last hour or so was absolutely breathtaking.;1
just watched oppenheimer. how tf do they not show what the entire movie is about? itâ€™s a sad thing but it really would put in perspective the entire point of the movie. the psychological and physical damage done to japan & their citizens was only mentioned briefly and not shown;-1
""Just watched #Oppenheimer what a great film, here's a drawing I made for it #digitalart"";1
Watched a movie about Oppenheimer at a place where Oppenheimer watched a movie ğŸ¿;-1
I woke up from a dream where I watched the entirety of Oppenheimer (?);-1
Memento Oppenheimer  Dunkirk The Dark Knight Inception The Prestige   Then the rest are interchangeable - Interstellar at bottom of list and I havenâ€™t watched Tenet;-1
""watched Oppenheimer last night and when I tell you I was blown away by the score, writing and cinematography. The level of shock and awe is breathtaking, but it can also be taxing. This is a very heady, brainy spectacle. A thesis. A portrait of a genius, his triumphs and shame"";-1
Oppenheimer was fooking magnificent! Definitely the best movie of the year and the year hasn't ended yet. It was amazing from beginning to end. Holy fook. Needs to be watched on IMAX  #Oppenheimer;1
i watched oppenheimer last night and i wish i didnt  boring piece of shit movie;0
""I'm out here in Tangier, Morocco, just watched Oppenheimer again because that picture really stuck to my ribs"";-1
i watched oppenheimer and have still to watch barbie i think i failed something tbh;-1
Just watched Oppenheimer - 10/10;1
""Anyways, I watched Oppenheimer first then Barbie. Barbie is definitely enjoyable but Oppenheimer is a must watch for understanding a bit of history...and seeing America in a different light."";-1
